cohort_month,months_since_first_order,cohort_size,active_customers,retention_rate
2019-11-01,50,228,3,0.013157894736842105
2019-03-01,33,63,1,0.015873015873015872
2019-07-01,27,168,2,0.011904761904761904
2019-04-01,33,70,1,0.014285714285714285
2019-07-01,19,168,2,0.011904761904761904
2020-02-01,18,300,2,0.006666666666666667
2019-07-01,20,168,1,0.005952380952380952
2019-09-01,11,184,1,0.005434782608695652
2020-02-01,46,300,3,0.01
2019-08-01,25,157,1,0.006369426751592357
2019-06-01,22,127,1,0.007874015748031496
2019-07-01,21,168,4,0.023809523809523808
2019-09-01,4,184,1,0.005434782608695652
2019-04-01,18,70,1,0.014285714285714285
2019-11-01,15,228,1,0.0043859649122807015
2019-03-01,38,63,1,0.015873015873015872
2020-02-01,13,300,2,0.006666666666666667
2019-05-01,57,102,1,0.00980392156862745
2019-05-01,52,102,1,0.00980392156862745
2019-07-01,22,168,2,0.011904761904761904
2019-09-01,44,184,2,0.010869565217391304
2019-08-01,47,157,2,0.012738853503184714
2019-08-01,14,157,1,0.006369426751592357
2019-08-01,12,157,2,0.012738853503184714
2019-06-01,50,127,1,0.007874015748031496
2019-11-01,26,228,1,0.0043859649122807015
2019-11-01,19,228,2,0.008771929824561403
2019-11-01,2,228,2,0.008771929824561403
2019-07-01,45,168,1,0.005952380952380952
2019-05-01,48,102,1,0.00980392156862745
2019-02-01,13,25,1,0.04
